qid,name,gender,year,prize,portion,motivation,affiliation
Q223542,Allan M. Cormack,male,1979,Physiology/Medicine,1/2,for the development of computer assisted tomography,Tufts University
Q273769,Godfrey N. Hounsfield,male,1979,Physiology/Medicine,1/2,for the development of computer assisted tomography,"Central Research Laboratories, EMI"
Q234701,Baruj Benacerraf,male,1980,Physiology/Medicine,1/3,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Harvard Medical School
Q295666,George D. Snell,male,1980,Physiology/Medicine,1/3,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Jackson Laboratory
Q152760,Jean Dausset,male,1980,Physiology/Medicine,1/3,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,"Université de Paris, Laboratoire Immuno-Hématologie"
Q295644,David H. Hubel,male,1981,Physiology/Medicine,1/4,for their discoveries concerning information processing in the visual system,Harvard Medical School
Q232305,Roger W. Sperry,male,1981,Physiology/Medicine,1/2,for his discoveries concerning the functional specialization of the cerebral hemispheres,California Institute of Technology (Caltech)
Q271421,Torsten N. Wiesel,male,1981,Physiology/Medicine,1/4,for their discoveries concerning information processing in the visual system,Harvard Medical School
Q295768,Bengt I. Samuelsson,male,1982,Physiology/Medicine,1/3,for their discoveries concerning prostaglandins and related biologically active substances,Karolinska Institutet
Q309971,John R. Vane,male,1982,Physiology/Medicine,1/3,for their discoveries concerning prostaglandins and related biologically active substances,The Wellcome Research Laboratories
Q295696,Sune K. Bergström,male,1982,Physiology/Medicine,1/3,for their discoveries concerning prostaglandins and related biologically active substances,Karolinska Institutet
Q199654,Barbara McClintock,female,1983,Physiology/Medicine,1,for her discovery of mobile genetic elements,Cold Spring Harbor Laboratory
Q155525,César Milstein,male,1984,Physiology/Medicine,1/3,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,MRC Laboratory of Molecular Biology
Q77160,Georges J.F. Köhler,male,1984,Physiology/Medicine,1/3,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Basel Institute for Immunology
Q309876,Niels K. Jerne,male,1984,Physiology/Medicine,1/3,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,Basel Institute for Immunology
Q271424,Joseph L. Goldstein,male,1985,Physiology/Medicine,1/2,for their discoveries concerning the regulation of cholesterol metabolism,University of Texas Southwestern Medical Center at Dallas
Q295684,Michael S. Brown,male,1985,Physiology/Medicine,1/2,for their discoveries concerning the regulation of cholesterol metabolism,University of Texas Southwestern Medical Center at Dallas
Q185007,Rita Levi-Montalcini,female,1986,Physiology/Medicine,1/2,for their discoveries of growth factors,Institute of Cell Biology of the C.N.R.
Q232299,Stanley Cohen,male,1986,Physiology/Medicine,1/2,for their discoveries of growth factors,Vanderbilt University School of Medicine
Q108602,Susumu Tonegawa,male,1987,Physiology/Medicine,1,for his discovery of the genetic principle for generation of antibody diversity,Massachusetts Institute of Technology (MIT)
Q310487,George H. Hitchings,male,1988,Physiology/Medicine,1/3,for their discoveries of important principles for drug treatment,Wellcome Research Laboratories
Q35703,Gertrude B. Elion,female,1988,Physiology/Medicine,1/3,for their discoveries of important principles for drug treatment,Wellcome Research Laboratories
Q110974,Sir James W. Black,male,1988,Physiology/Medicine,1/3,for their discoveries of important principles for drug treatment,"London University, King's College Hospital Medical School"
Q295691,Harold E. Varmus,male,1989,Physiology/Medicine,1/2,for their discovery of the cellular origin of retroviral oncogenes,University of California School of Medicine
Q311358,J. Michael Bishop,male,1989,Physiology/Medicine,1/2,for their discovery of the cellular origin of retroviral oncogenes,University of California School of Medicine
Q310485,E. Donnall Thomas,male,1990,Physiology/Medicine,1/2,for their discoveries concerning organ and cell transplantation in the treatment of human disease,Fred Hutchinson Cancer Research Center
Q192282,Joseph E. Murray,male,1990,Physiology/Medicine,1/2,for their discoveries concerning organ and cell transplantation in the treatment of human disease,Brigham and Women's Hospital
Q77081,Bert Sakmann,male,1991,Physiology/Medicine,1/2,for their discoveries concerning the function of single ion channels in cells,Max-Planck-Institut für medizinische Forschung
Q77126,Erwin Neher,male,1991,Physiology/Medicine,1/2,for their discoveries concerning the function of single ion channels in cells,Max-Planck-Institut für Biophysikalische Chemie
Q109726,Edmond H. Fischer,male,1992,Physiology/Medicine,1/2,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,University of Washington
Q109731,Edwin G. Krebs,male,1992,Physiology/Medicine,1/2,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism,University of Washington
Q312977,Phillip A. Sharp,male,1993,Physiology/Medicine,1/2,for their discoveries of split genes,"Massachusetts Institute of Technology (MIT), Center for Cancer Research"
Q309816,Richard J. Roberts,male,1993,Physiology/Medicine,1/2,for their discoveries of split genes,New England Biolabs
Q296423,Alfred G. Gilman,male,1994,Physiology/Medicine,1/2,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,University of Texas Southwestern Medical Center at Dallas
Q60031,Martin Rodbell,male,1994,Physiology/Medicine,1/2,for their discovery of G-proteins and the role of these proteins in signal transduction in cells,National Institute of Environmental Health Sciences
Q77174,Christiane Nüsslein-Volhard,female,1995,Physiology/Medicine,1/3,for their discoveries concerning the genetic control of early embryonic development,Max-Planck-Institut für Entwicklungsbiologie
Q274123,Edward B. Lewis,male,1995,Physiology/Medicine,1/3,for their discoveries concerning the genetic control of early embryonic development,California Institute of Technology (Caltech)
Q301438,Eric F. Wieschaus,male,1995,Physiology/Medicine,1/3,for their discoveries concerning the genetic control of early embryonic development,Princeton University
Q309814,Peter C. Doherty,male,1996,Physiology/Medicine,1/2,for their discoveries concerning the specificity of the cell mediated immune defence,St. Jude Children's Research Hospital
Q116064,Rolf M. Zinkernagel,male,1996,Physiology/Medicine,1/2,for their discoveries concerning the specificity of the cell mediated immune defence,"University of Zurich, Institute of Experimental Immunology"
Q155380,Stanley B. Prusiner,male,1997,Physiology/Medicine,1,for his discovery of Prions - a new biological principle of infection,University of California School of Medicine
Q295999,Ferid Murad,male,1998,Physiology/Medicine,1/3,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,University of Texas Medical School at Houston
Q309820,Louis J. Ignarro,male,1998,Physiology/Medicine,1/3,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,University of California School of Medicine
Q108880,Robert F. Furchgott,male,1998,Physiology/Medicine,1/3,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,SUNY Health Science Center
Q60108,Günter Blobel,male,1999,Physiology/Medicine,1,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,Rockefeller University
Q298045,Arvid Carlsson,male,2000,Physiology/Medicine,1/3,for their discoveries concerning signal transduction in the nervous system,Göteborg University
Q155529,Eric R. Kandel,male,2000,Physiology/Medicine,1/3,for their discoveries concerning signal transduction in the nervous system,Columbia University
Q309979,Paul Greengard,male,2000,Physiology/Medicine,1/3,for their discoveries concerning signal transduction in the nervous system,Rockefeller University
Q295869,Leland H. Hartwell,male,2001,Physiology/Medicine,1/3,for their discoveries of key regulators of the cell cycle,Fred Hutchinson Cancer Research Center
Q219716,Sir Paul M. Nurse,male,2001,Physiology/Medicine,1/3,for their discoveries of key regulators of the cell cycle,Imperial Cancer Research Fund
Q309977,Tim Hunt,male,2001,Physiology/Medicine,1/3,for their discoveries of key regulators of the cell cycle,Imperial Cancer Research Fund
Q295659,H. Robert Horvitz,male,2002,Physiology/Medicine,1/3,for their discoveries concerning genetic regulation of organ development and programmed cell death,Massachusetts Institute of Technology (MIT)
Q271532,John E. Sulston,male,2002,Physiology/Medicine,1/3,for their discoveries concerning genetic regulation of organ development and programmed cell death,The Wellcome Trust Sanger Institute
Q234463,Sydney Brenner,male,2002,Physiology/Medicine,1/3,for their discoveries concerning genetic regulation of organ development and programmed cell death,The Molecular Sciences Institute
Q106547,Paul C. Lauterbur,male,2003,Physiology/Medicine,1/2,for their discoveries concerning magnetic resonance imaging,University of Illinois
Q243601,Sir Peter Mansfield,male,2003,Physiology/Medicine,1/2,for their discoveries concerning magnetic resonance imaging,"University of Nottingham, School of Physics and Astronomy"
Q200136,Linda B. Buck,female,2004,Physiology/Medicine,1/2,for their discoveries of odorant receptors and the organization of the olfactory system,Fred Hutchinson Cancer Research Center
Q211940,Richard Axel,male,2004,Physiology/Medicine,1/2,for their discoveries of odorant receptors and the organization of the olfactory system,Columbia University
Q202136,Barry J. Marshall,male,2005,Physiology/Medicine,1/2,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre"
Q208670,J. Robin Warren,male,2005,Physiology/Medicine,1/2,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,NA
Q202152,Andrew Z. Fire,male,2006,Physiology/Medicine,1/2,for their discovery of RNA interference - gene silencing by double-stranded RNA,Stanford University School of Medicine
Q206455,Craig C. Mello,male,2006,Physiology/Medicine,1/2,for their discovery of RNA interference - gene silencing by double-stranded RNA,University of Massachusetts Medical School
Q215574,Mario R. Capecchi,male,2007,Physiology/Medicine,1/3,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,University of Utah
Q216318,Oliver Smithies,male,2007,Physiology/Medicine,1/3,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,University of North Carolina
Q207719,Sir Martin J. Evans,male,2007,Physiology/Medicine,1/3,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,Cardiff University
Q103844,Françoise Barré-Sinoussi,female,2008,Physiology/Medicine,1/4,for their discovery of human immunodeficiency virus,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur"
Q75847,Harald zur Hausen,male,2008,Physiology/Medicine,1/2,for his discovery of human papilloma viruses causing cervical cancer,German Cancer Research Center
Q103598,Luc Montagnier,male,2008,Physiology/Medicine,1/4,for their discovery of human immunodeficiency virus,World Foundation for AIDS Research and Prevention
Q26322,Carol W. Greider,female,2009,Physiology/Medicine,1/3,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Johns Hopkins University School of Medicine
Q26321,Elizabeth H. Blackburn,female,2009,Physiology/Medicine,1/3,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,University of California
Q104600,Jack W. Szostak,male,2009,Physiology/Medicine,1/3,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Harvard Medical School
Q104913,Robert G. Edwards,male,2010,Physiology/Medicine,1,for the development of in vitro fertilization,University of Cambridge
Q104592,Bruce A. Beutler,male,2011,Physiology/Medicine,1/4,for their discoveries concerning the activation of innate immunity,University of Texas Southwestern Medical Center at Dallas
Q105605,Jules A. Hoffmann,male,2011,Physiology/Medicine,1/4,for their discoveries concerning the activation of innate immunity,University of Strasbourg
Q105494,Ralph M. Steinman,male,2011,Physiology/Medicine,1/2,for his discovery of the dendritic cell and its role in adaptive immunity,Rockefeller University
Q80917,Shinya Yamanaka,male,2012,Physiology/Medicine,1/2,for the discovery that mature cells can be reprogrammed to become pluripotent,Kyoto University
Q81218,Sir John B. Gurdon,male,2012,Physiology/Medicine,1/2,for the discovery that mature cells can be reprogrammed to become pluripotent,Gurdon Institute
Q444270,James E. Rothman,male,2013,Physiology/Medicine,1/3,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",Yale University
Q740638,Randy W. Schekman,male,2013,Physiology/Medicine,1/3,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",University of California
Q97270,Thomas C. Südhof,male,2013,Physiology/Medicine,1/3,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",Stanford University
Q5341373,Edvard I. Moser,male,2014,Physiology/Medicine,1/4,for their discoveries of cells that constitute a positioning system in the brain,Norwegian University of Science and Technology (NTNU)
Q1701279,John O'Keefe,male,2014,Physiology/Medicine,1/2,for their discoveries of cells that constitute a positioning system in the brain,University College
Q6796222,May-Britt Moser,female,2014,Physiology/Medicine,1/4,for their discoveries of cells that constitute a positioning system in the brain,Norwegian University of Science and Technology (NTNU)
Q21061207,Satoshi Ōmura,male,2015,Physiology/Medicine,1/4,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,Kitasato University
Q462843,Tu Youyou,female,2015,Physiology/Medicine,1/2,for her discoveries concerning a novel therapy against Malaria,China Academy of Traditional Chinese Medicine
Q21061212,William C. Campbell,male,2015,Physiology/Medicine,1/4,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,Drew University
Q8056214,Yoshinori Ohsumi,male,2016,Physiology/Medicine,1,for his discoveries of mechanisms for autophagy,Tokyo Institute of Technology
Q1686435,Jeffrey C. Hall,male,2017,Physiology/Medicine,1/3,for their discoveries of molecular mechanisms controlling the circadian rhythm,University of Maine
Q1297741,Michael Rosbash,male,2017,Physiology/Medicine,1/3,for their discoveries of molecular mechanisms controlling the circadian rhythm,Brandeis University
Q1929672,Michael W. Young,male,2017,Physiology/Medicine,1/3,for their discoveries of molecular mechanisms controlling the circadian rhythm,Rockefeller University
Q6140731,James P. Allison,male,2018,Physiology/Medicine,1/2,for their discovery of cancer therapy by inhibition of negative immune regulation,Parker Institute for Cancer Immunotherapy
Q2395341,Tasuku Honjo,male,2018,Physiology/Medicine,1/2,for their discovery of cancer therapy by inhibition of negative immune regulation,Kyoto University
Q1545025,Gregg L. Semenza,male,2019,Physiology/Medicine,1/3,for their discoveries of how cells sense and adapt to oxygen availability,Johns Hopkins University
Q2075967,Sir Peter J. Ratcliffe,male,2019,Physiology/Medicine,1/3,for their discoveries of how cells sense and adapt to oxygen availability,University of Oxford
Q1603351,William G. Kaelin Jr,male,2019,Physiology/Medicine,1/3,for their discoveries of how cells sense and adapt to oxygen availability,Harvard Medical School
Q22669757,Charles M. Rice,male,2020,Physiology/Medicine,1/3,for the discovery of Hepatitis C virus,Rockefeller University
Q5677307,Harvey J. Alter,male,2020,Physiology/Medicine,1/3,for the discovery of Hepatitis C virus,National Institutes of Health
Q1927895,Michael Houghton,male,2020,Physiology/Medicine,1/3,for the discovery of Hepatitis C virus,University of Alberta
Q60322501,Ardem Patapoutian,male,2021,Physiology/Medicine,1/2,for their discoveries of receptors for temperature and touch,Scripps Research
Q1174906,David Julius,male,2021,Physiology/Medicine,1/2,for their discoveries of receptors for temperature and touch,University of California
Q170342,Svante Pääbo,male,2022,Physiology/Medicine,1,for his discoveries concerning the genomes of extinct hominins and human evolution,Max Planck Institute for Evolutionary Anthropology
Q88608402,Drew Weissman,male,2023,Physiology/Medicine,1/2,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,"Penn Institute for RNA Innovations, University of Pennsylvania"
Q88608397,Katalin Karikó,female,2023,Physiology/Medicine,1/2,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19,Szeged University
Q504021,Gary Ruvkun,male,2024,Physiology/Medicine,1/2,for the discovery of microRNA and its role in post-transcriptional gene regulation,Massachusetts General Hospital
Q983858,Victor Ambros,male,2024,Physiology/Medicine,1/2,for the discovery of microRNA and its role in post-transcriptional gene regulation,UMass Chan Medical School
Q28212107,Frederick J. Ramsdell,male,2025,Physiology/Medicine,1/3,for their discoveries concerning peripheral immune tolerance,Sonoma Biotherapeutics
Q136445350,Mary E. Brunkow,female,2025,Physiology/Medicine,1/3,for their discoveries concerning peripheral immune tolerance,Institute for Systems Biology
Q17502433,Shimon Sakaguchi,male,2025,Physiology/Medicine,1/3,for their discoveries concerning peripheral immune tolerance,The University of Osaka
